,tokens,text
50085,solaire will be at the earthfair at balboapark this sunday datetime from datetime to pm come visit our booth hyperlink,"Solaire will be at the #EarthFair at #BalboaPark this Sunday, April 19, from 10 am to 2 pm. Come visit our booth! http://t.co/1XzLIvUQvf"
50095,usermention hi there keep in mind that with solar your electricity will still turn off when your utility company experience,"@STERLINGMHOLMES Hi there - Keep in mind that with solar, your electricity will still turn off when your utility company experiences... 1/2"
50111,rt @bertrandpiccard use the additional day i have in chongqing to train for the come flight they will be very challenging hyperlink,RT @bertrandpiccard: Using the additional days I have in Chongqing to train for the coming flights. They will be very challenging! http://t
50115,customer service be a priority at sunation throughout the entire company scott tbt sunationsolarchoice hyperlink,"""Customer service is a priority at SUNation...throughout the entire company."" -Scott #TBT #SUNationSolarChoice http://t.co/N9UiFKIMDq"
50132,rt @timbraun community solar come to leadville statename hyperlink via @bberwyn @cleanenergyco,"RT @timbraun: Community solar comes to Leadville, Colorado http://t.co/6vpQF13a6D via @bberwyn @cleanenergyco"
50139,thrilled to announce cathy zoi @cathyzoi have join sunedison as the ceo of our rural electric utility company hyperlink,Thrilled to announce Cathy Zoi (@CathyZoi1) has joined SunEdison as the CEO of our Rural Electric Utility Company. http://t.co/dqHtMvBLmu
50155,the finance industry on ders solar and battery be come hyperlink perhaps already here hyperlink,The Finance Industry on DERs: Solar and Batteries are Coming http://t.co/w5vy4M4oC8 (Perhaps already here...) http://t.co/IVsngiJx2g
50166,look behind the scene at how we imagine the new hyperlink with our partner @comradeagency hyperlink,"Look behind the scenes at how we imagined the new http://t.co/YTTs3rFD6M with our partner, @ComradeAgency: http://t.co/8Tup0nDE5G"
50169,day leave to register transform community in nicaragua with @greenempower hyperlink @womencleantech hyperlink,5 days left to register! Transform communities in Nicaragua with @GreenEmpower http://t.co/C2pWgsnNYI @WomenCleantech http://t.co/agHfMGOY8P
50178,solar company urge customer to act before new rule take effect more local news kitv home hyperlink via @kitv,Solar companies urge customers to act before new rules take effect | More Local News - KITV Home http://t.co/k9guvLCBeT via @kitv4
50180,rt @kendra hubbard hey @thesolarco i just saw your commercial and get excite so cool do you operate in statename yet happy th htt,RT @kendra_hubbard: Hey @TheSolarCo I just saw your commercial and got excited! So cool :) Do you operate in Oregon yet? ;) Happy 10th! htt
50185,rt @solarnovu @sunrun expand san diego office to accommodate solar boom in statename hyperlink,RT @SolarNovus: .@Sunrun Expands San Diego Office to Accommodate #Solar Boom in #California http://t.co/eAb5Zx4gIY
50189,doe say new supercomputer will lead to better solar panel energy storage hyperlink gosolar,"DOE says new supercomputer will lead to better #solar panels, energy storage http://t.co/X6SMHNDuTF #GoSolar"
50233,rt @algore it be become increasingly difficult to avoid the reality that the day of coal as a source of energy be number hyperlink,RT @algore: It is becoming increasingly difficult to avoid the reality that the days of coal as a source of energy are numbered: http://t.c
50236,cause of innovation be competition lyndon rive discuss clean energy on the cleanenergysurvey webinar now hyperlink,"""#1 cause of innovation is competition"" -Lyndon Rive discussing clean energy on the #cleanenergysurvey webinar, now! https://t.co/F9zXMwm0EV"
50244,usermention great photo we have some tough crew and will make sure this one get your compliment thanks,@MonumentJim Great photo! We have some tough crews and will make sure this one gets your compliment. Thanks!
50249,new post it ' not that complicated get a real solar production guarantee for your home hyperlink hyperlink,New post: It's not that complicated: getting a real solar production guarantee for your home: http://t.co/SIJImjoHQ6 http://t.co/wJFrJihVKb
50254,welcome karelia our new solar intern in nicaragua hyperlink womeninsolar hyperlink,"Welcome, Karelia, our newest #solar intern in Nicaragua! https://t.co/m7qyyb3RK4 #WomenInSolar http://t.co/qcMNICtEHi"
50259,come check out the earth day festivity at kapiolani community college hyperlink,Come check out the Earth Day festivities at Kapiolani Community College! https://t.co/Pvv2pVioHx
50261,as part of its energy saving strategy one park district in statename purchase communitysolar panel hyperlink,"As part of its energy-saving strategy, one park district in #Colorado purchased 720 #CommunitySolar panels. http://t.co/vdBqS9fNDq"
50273,let s hear it for the people of le de sein 's quest to become completely powered by community own renewableenergy hyperlink,Lets hear it for the people of Île de Sein's quest to become completely powered by community-owned #RenewableEnergy: http://t.co/pnuPIN37jl
50322,rt @seia every min a new solar installation be complete in the us we 're celebrate earthday be you hyperlink,RT @SEIA: Every 2.5 min. a new #solar installation is completed in the US! We're celebrating #EarthDay are you? http://t.co/b2KVZ0JsWE
50341,happy earthday from sun valley solar solution do something green datetime to inspire change in your community hyperlink,"Happy #EarthDay from Sun Valley Solar Solutions. Do something ""green"" today to inspire change in your community! http://t.co/7uVEGmHgkO"
50342,rt @inc in honor of earth day here be the top venture capital back green company @jeremyquittner hyperlink,"RT @Inc: In honor of Earth Day, here are the top 10 venture capital-backed green companies @JeremyQuittner http://t.co/qZ0a2eSV7L"
50386,usermention enjoy be at @qualcomm 's earthday event datetime with other great local sustainable company @sandiego @equinoxcenter,"@SullivanSolar enjoyed being at @Qualcomm's #EarthDay event today with other great local, sustainable companies @SanDiego350 @EquinoxCenter"
50395,waste become worth winchendon ma will turn a former landfill into solar power plant thanks for choose sunedison earthday,"Waste becomes worth. Winchendon, #MA will turn a former landfill into #solar power plant. Thanks for choosing SunEdison! #earthday2015"
50416,learn more on what cooperative be and how to become one project equity take a look at cooperative across hyperlink,Learn more on what cooperatives are and how to become one.  Project Equity takes a look at 12 Cooperatives across... http://t.co/UxxwShFjlp
50423,look for way to gogreen check out these great tip hyperlink waterconservation composting hyperlink,Looking for ways to #gogreen? Check out these great tips! http://t.co/UTWEvHR9bK #waterconservation #composting http://t.co/STCj5UeUrC
50424,the hays art council want to buy communitysolar panel save them money to expand youth art program hyperlink,"The #Hays Arts Council wants to buy 26 #CommunitySolar panels, saving them money to expand youth #art programs. http://t.co/fRXDvnlbPu"
50427,ice cream for fellow oberlinalum amp yo solar company @benjerrysw i want omgfreebenjerrys hyperlink via @benandjerry,"Ice cream for fellow #OberlinAlum &amp; 41 YO solar company? @BenJerrysWest, I want #OMGFreeBenJerrys! http://t.co/mYUqc4JKpp via @benandjerrys"
50441,every day we be committed to make our planet better what be you do to protect our planet gosolar hyperlink,"Every day, we are committed to making our Planet better. What are you doing to protect our Planet? #gosolar http://t.co/Ulgte9KTHL"
50442,could you imagine live in a community that be net energy zero statename 's own meritage home be already do it hyperlink,"Could you imagine living in a community that was net energy Zero? Arizona's own 
Meritage Homes is already doing it! 
http://t.co/MMVVfaT4KT"
50466,learn about the four big factor affect the comfort of your home hyperlink hyperlink,Learn about the four biggest factors affecting the comfort of your home. http://t.co/gwzicEnjxq http://t.co/yN10YBd1H0
50468,rt @jeaninecotter happy th birthday @sunpower from your solar colleague @luminalt experience amp long term commitment to solar matter,RT @jeaninecotter: Happy 30th birthday @SunPower from your solar colleagues @Luminalt. Experience &amp; long term commitment to solar matters.
50482,shine at sungevity be come to southern statename reserve your seat today hyperlink hyperlink,Shine at Sungevity is coming to Southern California. Reserve your seat today: http://t.co/rr8NfQFxqQ http://t.co/GB0QmOPuFE
50488,we 're bring clean solar energy to statename @phillydotcom break it down hyperlink hyperlink,We're bringing clean #solar energy to Pennsylvania! @phillydotcom breaks it down: http://t.co/JUr3U41OiK http://t.co/Jpdt4pqVMu
50494,thanks to everyone who come out to our groundbreaking for the seven sister solar project in statename hyperlink,Thanks to everyone who came out to our groundbreaking for the Seven Sisters solar project in Utah. http://t.co/8RkGciJsbO
50521,hang out in newburypark enjoy the weather and some awesome solar come stop by our solar hyperlink,"Hanging out in #NewburyPark, enjoying the weather and some awesome #solar! Come stop by our Solar https://t.co/hj0voWaQep"
50522,usermention if you mean duane kuiper our commercial be shoot at his house amp he really do have solar panel,"@countedbackto87 if you mean Duane Kuiper, our commercial was shot at his house &amp; he really does have solar panels :)"
50523,a combo we like to see mit invention turn salt water into drinking water use solar power hyperlink,A combo we like to see! MIT Invention Turns Salt Water Into Drinking Water Using #Solar Power  http://t.co/8EC8NkWbop
